,target,utterance
1634,about_my_work__as_words_person__from_arabic,"what companies did she translate for, specifically from arabic?"
1635,about_my_work__as_words_person__from_arabic,who did she receive assignments for to traslate from arabic?
1636,about_my_work__as_words_person__from_arabic,did rita work for the omany embassy?
1637,about_my_work__as_words_person__from_arabic,did she translate something different to arabic literature?
1638,about_my_work__as_words_person__from_arabic,has she only translated arabic literature?
1639,about_my_work__as_words_person__from_arabic,did she receive a lot of translation assignments as an arabic translator?
1640,about_my_work__as_words_person__from_arabic,has she a household translator from arabic?
1641,about_my_work__as_words_person__from_arabic,is casa arabe a famous institution in spain?
1642,about_my_work__as_words_person__from_arabic,has she worked as a freelancer translating from arabic?
1643,about_my_work__as_words_person__from_arabic,did she work for many different translation agencies with arabic?
1644,about_my_work__as_words_person__from_german,did she also work with german?
1645,about_my_work__as_words_person__from_german,"the translations she did into German, where can I find them?"
1646,about_my_work__as_words_person__from_german,who was her main employer when she translated as a freelance?
1647,about_my_work__as_words_person__from_german,which were the companies that employed her as a freelance translator?
1648,about_my_work__as_words_person__from_german,what did she translate from German into Spanish?
1649,about_my_work__as_words_person__from_german,how many years did she spend as a freelance translator?
1650,about_my_work__as_words_person__from_german,was she on retainer for any translation agency?
1651,about_my_work__as_words_person__from_german,does she have any document certifying her knowledge of German?
1652,about_my_work__as_words_person__from_german,does she have a certificate of German?
1653,about_my_work__as_words_person__from_german,what is her level of expertise as a freelance translator from German?
1654,about_my_work__as_words_person__from_german,for how many companies did she work when freelancing?
1655,about_my_work__as_words_person__from_german,didn't she work for a German translation agency?
1656,about_my_work__as_words_person__from_german,how good is her German?
1657,about_my_work__as_words_person__from_german,how good a translator is she with German?
1658,about_my_work__as_words_person__from_german,"she worked for a German translation company, isn't that right?"
1659,about_my_work__as_words_person__from_german,does she have a German certificate?
1660,about_my_work__as_words_person__from_german,which translation agencies did she work for in Hamburg?
1661,about_my_work__as_words_person__from_german,what is her experience as a freelance translator from German?
1662,about_my_work__as_words_person__from_german,is she competent as a translator into German?
1663,about_my_work__as_words_person__from_german,did she work as a translator from German in english?
1664,about_my_work__as_words_person__from_german,did she translate a book I can read from German to Spanish?
1665,about_my_work__as_words_person__from_german,did she translate German novels?
1666,about_my_work__as_words_person__from_german,did she work for a long time as a freelance translator?
1667,about_my_work__as_words_person__from_german,did she receive some sort of diploma for her German language skills?
1668,about_my_work__as_words_person__from_german,has she been hired by many companies as a German translator?
1669,about_my_work__as_words_person__from_german,has she translated any german books?
1670,about_my_work__as_words_person__from_german,has she been employed as a German translator?
1671,about_my_work__as_words_person__from_german,did she translate instruction manuals when she worked as a freelance translator?
1672,about_my_work__as_words_person__from_german,Has she worked with German professionally?
1673,about_my_work__as_words_person__from_german,was she a freelance translator for very long?
1674,about_my_work__as_words_person__from_german,what did she translate from German into English?
1675,about_my_work__as_words_person__from_german,did she work for a translation company in Hamburg?
1676,about_my_work__as_words_person__from_german,what type of texts has she translated from German?
1677,about_my_work__as_words_person__from_german,what is textra?
1678,about_my_work__as_words_person__from_german,what is the transation agency she worked for in Hamburg called?
1679,about_my_work__as_words_person__from_german,what kind of texts did she enjoy translating into German?
1680,about_my_work__as_words_person__from_german,has she worked as a german translator?
1681,about_my_work__as_words_person__from_german,does rita speak german?
1682,about_my_work__as_words_person__from_german,has she translated any famous authors from German to spanish?
1683,about_my_work__as_words_person__from_german,what type of translation assignments did she receive from German to Spanish?
1684,about_my_work__as_words_person__from_german,did she translate doctoral theses from German to Spanish?
1685,about_my_work__as_words_person__from_german,did she also translate literature from German into some of the other languages she speaks?
1686,about_my_work__as_words_person__from_german,did she translate stuff from german?
1687,about_my_work__as_words_person__from_german,what is Textra?
1688,about_my_work__as_words_person__novel,where can I buy rita's novel?
1689,about_my_work__as_words_person__novel,did she write a blockbuster?
1690,about_my_work__as_words_person__novel,what is rita's most prominent literary piece?
1691,about_my_work__as_words_person__novel,she should write a book about her life's journey.
1692,about_my_work__as_words_person__novel,did her novel become famous?
